"Genes","ProtDesc","logFC","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val"
"NEO1","Neogenin",-0.24,"Non-significant",0.202,-0.641980335963048,0.535046973603485,13.97,2,0.628149393415044,0.541947708260661,0.6328605861019
"TBC1D3","TBC1 domain family member 3D",-0.21,"Non-significant",0.202,-0.642307830227097,0.53484273747499,14.35,1,0.628149393415044,0.531909757596231,0.624433704837727
"ZMYM3","Zinc finger MYM-type protein 3;Zinc finger MYM-type protein 3;Zinc finger MYM-type protein 4",0.1,"Non-significant",0.202,0.641220977146926,0.535520708946811,16.48,1,0.628580844046475,0.448188632295644,0.543317381129548
"DGUOK","Deoxyguanosine kinase, mitochondrial",0.09,"Non-significant",0.202,0.640842721337103,0.535756779366582,17.89,4,0.628733213707272,0.528733841109119,0.621159223938917
"TMEM9","Proton-transporting V-type ATPase complex assembly regulator TMEM9",0.25,"Non-significant",0.201,0.640062500904143,0.536243907732604,14.47,1,0.629180091622808,0.540903282016717,0.631993515601061
"MAN1A2","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB",0.09,"Non-significant",0.201,0.639586708208294,0.536541093617269,17.21,6,0.629403975204874,0.546115963666591,0.636722789559649
"ACTR8","Actin-related protein 8",0.28,"Non-significant",0.2,0.637447898555911,0.53787819896534,13.9,1,0.630847433751817,0.544560199247942,0.635284443799304
"FARSB","Phenylalanine--tRNA ligase beta subunit",-0.03,"Non-significant",0.199,-0.636052290003659,0.538751721059421,20.12,21,0.631746716906182,0.598453756020179,0.683468611150627
"TRIO","Triple functional domain protein",0.26,"Non-significant",0.199,0.634965338392524,0.539432620013051,13.96,1,0.632419816250688,0.54444782755074,0.635278602961492
"RAB5A","Ras-related protein Rab-5A;Ras-related protein Rab-5A;Ras-related protein Rab-5C;Ras-related protein Rab-5B",0.05,"Non-significant",0.198,0.632819349067241,0.540778389418238,21.03,3,0.633871975076806,0.33367978361544,0.429828269902568
"OSTC","Oligosaccharyltransferase complex subunit OSTC",-0.07,"Non-significant",0.198,-0.632563558077301,0.540938927225649,20.25,2,0.633934567715223,0.333721661641439,0.429828269902568
"PNKD","Probable hydrolase PNKD",0.07,"Non-significant",0.198,0.631872180273861,0.541372982418424,17.93,6,0.634317611281151,0.546513079918104,0.636934783115112
"RAD9A","Cell cycle checkpoint control protein RAD9A",-0.21,"Non-significant",0.197,-0.631154146548692,0.541823984669174,14.48,1,0.634720355828054,0.539650196070616,0.631049448646212
"MTFR1L","Mitochondrial fission regulator 1-like",-0.16,"Non-significant",0.197,-0.630317738544709,0.542349611069564,14.95,3,0.635210342181039,0.546253074201273,0.636757178890649
"RWDD4","RWD domain-containing protein 4",-0.16,"Non-significant",0.197,-0.629415718785885,0.542916798382607,16.74,3,0.635748801905776,0.547266724838595,0.637311003910641
"PSMD14","26S proteasome non-ATPase regulatory subunit 14",0.04,"Non-significant",0.196,0.628385147492723,0.543565235211333,20.73,5,0.63638217189265,0.434859740031433,0.529982509117608
"FKBP14","Peptidyl-prolyl cis-trans isomerase FKBP14",0.28,"Non-significant",0.196,0.627783432088715,0.543944040693919,18.31,1,0.636573751737721,0.551272269054612,0.641596777339917
"PASK","PAS domain-containing serine/threonine-protein kinase",0.44,"Non-significant",0.196,0.627827302347121,0.543916417382665,15.01,1,0.636573751737721,0.557344997528753,0.647899872372815
"PAAF1","Proteasomal ATPase-associated factor 1",0.06,"Non-significant",0.196,0.626894118187422,0.544504178729996,17.36,4,0.637103267855524,0.506614344488462,0.601090249917431
"UBXN1","UBX domain-containing protein 1",-0.06,"Non-significant",0.196,-0.626418118618826,0.544804124737718,18.6,5,0.637328194162332,0.525507690586828,0.618422634288437
"UGDH","UDP-glucose 6-dehydrogenase",0.02,"Non-significant",0.195,0.625213528567622,0.545563606652831,24.45,36,0.638090504163828,0.64162024859309,0.721213337941739
"LRRFIP2","Leucine-rich repeat flightless-interacting protein 2",0.28,"Non-significant",0.195,0.624517958671267,0.546002432108407,15.6,5,0.638351391184636,0.561824230166627,0.651570750665607
"RAB11B","Ras-related protein Rab-25;Ras-related protein Rab-11B",0.07,"Non-significant",0.195,0.624582366108581,0.545961789871057,21.85,1,0.638351391184636,0.124609481880471,0.190964595774863
"PCTP","Phosphatidylcholine transfer protein",0.38,"Non-significant",0.194,0.622498142875443,0.547277848582101,14.46,2,0.63971612604905,0.560863434796166,0.650711557586061
"ALDH3A2","Aldehyde dehydrogenase family 3 member B1;Aldehyde dehydrogenase family 3 member A2",-0.05,"Non-significant",0.194,-0.621784428150025,0.547728931122823,19.95,18,0.639990538201766,0.579263070061987,0.666699005165683
"RB1","Retinoblastoma-associated protein",-0.17,"Non-significant",0.194,-0.621861280581892,0.5476803486096,14.71,3,0.639990538201766,0.552956477706066,0.643303869167674
"AMDHD1","Probable imidazolonepropionase",0.27,"Non-significant",0.194,0.621090967661201,0.548167415462375,13.99,1,0.640376425921199,0.554546576459977,0.644900175494041
"PRPSAP2","Phosphoribosyl pyrophosphate synthase-associated protein 2;Phosphoribosyl pyrophosphate synthase-associated protein 2;Phosphoribosyl pyrophosphate synthase-associated protein 1",-0.07,"Non-significant",0.192,-0.618314863950936,0.549924783330259,18.04,2,0.642302594347639,0.415290039000646,0.511292376355976
"ORC6","Origin recognition complex subunit 6",0.32,"Non-significant",0.192,0.618128133950913,0.550043104540538,13.92,1,0.642314002282685,0.559791724096992,0.650105521389971
"IRF2BP2","Interferon regulatory factor 2-binding protein 2;Interferon regulatory factor 2-binding protein 2;Probable E3 ubiquitin-protein ligase IRF2BPL",0.07,"Non-significant",0.192,0.617673516503009,0.55033123270084,17.3,4,0.642396903509739,0.520097496292828,0.613275585006908
"NANP","N-acylneuraminate-9-phosphatase",0.2,"Non-significant",0.192,0.617810473341589,0.550244422964351,14.28,2,0.642396903509739,0.553279371639557,0.643552986434295
"TMEM30A","Cell cycle control protein 50A",0.07,"Non-significant",0.192,0.617270061685221,0.550587006663561,19.75,7,0.642568701859623,0.560635683636662,0.650574885286944
"ALG5","Dolichyl-phosphate beta-glucosyltransferase",0.07,"Non-significant",0.192,0.616098580819827,0.551330060019701,19.29,5,0.643309005154126,0.543893921823479,0.634757462609374
"GABPA","GA-binding protein alpha chain",0.13,"Non-significant",0.191,0.614916188702015,0.552080610147441,16.92,6,0.644057762271768,0.565223197595817,0.654614535168222
"DPY30","Protein dpy-30 homolog",-0.1,"Non-significant",0.191,-0.613790890326467,0.552795455556883,20.32,4,0.64476457924898,0.552228091408331,0.642582815508967
"H1-2","Histone H1.4;Histone H1.5",0.09,"Non-significant",0.19,0.612408948816702,0.553674048935892,20.61,12,0.645542504316291,0.573762026506622,0.661912636155134
"NPNT","Nephronectin",0.19,"Non-significant",0.19,0.612398622927905,0.553680616766127,13.84,9,0.645542504316291,0.57076061086337,0.659607526265344
"PPP5C","Serine/threonine-protein phosphatase 5",-0.04,"Non-significant",0.19,-0.611628585198275,0.554170526815699,18.32,9,0.645986408031618,0.571476836615538,0.660177360846182
"STAG1","Cohesin subunit SA-2;Cohesin subunit SA-1",0.05,"Non-significant",0.19,0.611234364610539,0.554421430740246,17.04,7,0.646151586702785,0.558577128307631,0.649077154005548
"AKAP8L","A-kinase anchor protein 8-like",0.11,"Non-significant",0.189,0.610229902574721,0.555061015737449,16.37,5,0.646769600259646,0.563403268383061,0.65289015648699
"NKIRAS2","NF-kappa-B inhibitor-interacting Ras-like protein 2",0.1,"Non-significant",0.189,0.609744536637906,0.555370218396765,16.09,4,0.646875114616862,0.554959934089056,0.645254063667703
"SUPT4H1","Transcription elongation factor SPT4",0.21,"Non-significant",0.189,0.609823057897163,0.555320189806435,15.98,2,0.646875114616862,0.560357992356837,0.650507796895312
"LIG1","DNA ligase 1",-0.15,"Non-significant",0.188,-0.607934196346616,0.55652435170127,15.83,8,0.648091830154776,0.572943862935224,0.661355606123239
"MTM1","Myotubularin",-0.05,"Non-significant",0.188,-0.6069302177274,0.557164991693225,16.49,8,0.648710203826999,0.569116846024375,0.6583508070237
"NUF2","Kinetochore protein Nuf2",-0.25,"Non-significant",0.188,-0.606325730143363,0.557550915582142,14.24,1,0.64898655617393,0.562743431093047,0.652372475205248
"ZNF830","Zinc finger protein 830",0.09,"Non-significant",0.188,0.606214869300906,0.557621708904557,16.97,5,0.64898655617393,0.55995863108783,0.650171746496603
"METTL1","tRNA (guanine-N(7)-)-methyltransferase",-0.07,"Non-significant",0.187,-0.605126472636609,0.558317003036385,16.31,4,0.649667985637422,0.536908585739243,0.628837708198555
"CPSF4","Cleavage and polyadenylation specificity factor subunit 4",0.04,"Non-significant",0.187,0.603702652782581,0.559227306643253,18.34,4,0.650599286946152,0.443330217066145,0.538420544823559
"KBTBD2","Kelch repeat and BTB domain-containing protein 2",-0.32,"Non-significant",0.187,-0.603476694474051,0.559371846940849,15.03,1,0.650639516089837,0.569239627365376,0.658364127271487
"SAP18","Histone deacetylase complex subunit SAP18",0.06,"Non-significant",0.187,0.603109266315816,0.559606926841942,20.04,6,0.65078502085766,0.560628831654643,0.650574885286944
"MAP4K3","Mitogen-activated protein kinase kinase kinase kinase 3",-0.24,"Non-significant",0.186,-0.602217384643327,0.560177780933008,14.54,2,0.651320874391945,0.568028273745985,0.657220042189087
"WDR83","WD repeat domain-containing protein 83",-0.34,"Non-significant",0.186,-0.60204290893557,0.560289493172289,13.94,1,0.651322776247629,0.571245253133253,0.660038696111982
"SEC11A","Signal peptidase complex catalytic subunit SEC11A",-0.06,"Non-significant",0.186,-0.601681692374338,0.56052081024903,21.12,3,0.65146368773198,0.437739677102788,0.533053235113644
"PEX3","Peroxisomal biogenesis factor 3",-0.07,"Non-significant",0.185,-0.599967241872667,0.561619442607604,18.14,2,0.652612380579181,0.428884356310845,0.524211678638974
"MCTS1","Malignant T-cell-amplified sequence 1",0.05,"Non-significant",0.185,0.598634754613414,0.562474138454373,19.01,5,0.653445151337802,0.523742070017781,0.616835554995066
"TARBP2","RISC-loading complex subunit TARBP2",-0.07,"Non-significant",0.185,-0.598505676105182,0.562556971592828,16.85,4,0.653445151337802,0.534423439021267,0.626948590291835
"NOL9","Polynucleotide 5'-hydroxyl-kinase NOL9",0.06,"Non-significant",0.185,0.598114914204864,0.562807775357073,18.44,10,0.653608166199765,0.581942194801579,0.6691317463352
"EIF4G1","Eukaryotic translation initiation factor 4 gamma 1",0.19,"Non-significant",0.185,0.597459815358923,0.563228378731514,17.52,2,0.653873720531802,0.56658034420076,0.655929543462316
"ZDHHC20","Palmitoyltransferase ZDHHC20",-0.08,"Non-significant",0.185,-0.597414540518586,0.5632574537013,17.43,1,0.653873720531802,0.41024980744678,0.50603462803056
"EEF1G","Elongation factor 1-gamma",-0.02,"Non-significant",0.184,-0.597218766023252,0.563383187382511,22.54,25,0.653891392652475,0.694748297142997,0.765944787440863
"FDX1","Adrenodoxin, mitochondrial",-0.07,"Non-significant",0.184,-0.596698131041823,0.563717634468839,19.69,3,0.654151253805084,0.498425763832147,0.592920234136473
"GET3","ATPase GET3",-0.06,"Non-significant",0.184,-0.595001854043185,0.5648080585862,19.85,8,0.655237233150652,0.577959006321733,0.665845685437245
"RPP38","Ribonuclease P protein subunit p38",0.08,"Non-significant",0.184,0.594897843728422,0.564874957968814,16.87,7,0.655237233150652,0.576506348032852,0.664301472504457
"PNKP","Bifunctional polynucleotide phosphatase/kinase",-0.05,"Non-significant",0.183,-0.594164810255125,0.565346569289252,17.13,9,0.655398834342575,0.582280310126125,0.669390440065335
"STMN1","Stathmin;Stathmin;Stathmin-2",0.08,"Non-significant",0.183,0.594239579514732,0.565298455045315,20.56,1,0.655398834342575,0.397488771373173,0.493276229071951
"ZFYVE16","Zinc finger FYVE domain-containing protein 16",-0.22,"Non-significant",0.183,-0.59442959317024,0.565176190894611,15.7,3,0.655398834342575,0.575897179052428,0.66385809632831
"EED","Polycomb protein EED",-0.12,"Non-significant",0.183,-0.593889147360363,0.565523978791954,15.88,4,0.655455336406071,0.56945405198475,0.658483413248733
"KYAT1","Kynurenine--oxoglutarate transaminase 1",0.41,"Non-significant",0.183,0.593432196146985,0.565818128665913,15.87,4,0.655455336406071,0.581562450578021,0.66895509721426
"SLC2A8","Solute carrier family 2, facilitated glucose transporter member 8",0.17,"Non-significant",0.183,0.593400698245676,0.565838407700221,15.35,1,0.655455336406071,0.557491066128144,0.647942376405467
"TAF7","Transcription initiation factor TFIID subunit 7",-0.09,"Non-significant",0.183,-0.59340805416287,0.565833671764648,17.06,2,0.655455336406071,0.502467452893791,0.597127921022808
"METTL14","N6-adenosine-methyltransferase non-catalytic subunit",0.12,"Non-significant",0.181,0.588699231420388,0.568869819328968,16.26,1,0.658837878443826,0.536046215251139,0.628076327849701
"SPPL2B","Signal peptide peptidase-like 2B",0.5,"Non-significant",0.181,0.58793357706989,0.56936434389356,15.41,1,0.65928157002313,0.58341009412331,0.670168419127864
"GTF2F1","General transcription factor IIF subunit 1",-0.09,"Non-significant",0.181,-0.587177815365534,0.569852710866159,17.89,8,0.659717959341629,0.584824580981238,0.671532514198716
"MPP1","55 kDa erythrocyte membrane protein",0.05,"Non-significant",0.18,0.586493348313015,0.570295206514365,18.2,6,0.660101083127053,0.564044246474838,0.653504955236268
"CLK1","Dual specificity protein kinase CLK1",-0.18,"Non-significant",0.18,-0.586238643694514,0.570459916660573,14.43,2,0.660162590823511,0.571638248373932,0.660234923995424
"EMC7","ER membrane protein complex subunit 7",-0.04,"Non-significant",0.18,-0.585256796649965,0.571095093309063,19.19,5,0.660768413592047,0.524698463220342,0.617593158320024
"DNAJC1","DnaJ homolog subfamily C member 1",0.16,"Non-significant",0.18,0.584484143596631,0.571595210881782,15.95,4,0.661217763985827,0.581821749588089,0.669123283248342
"PTPRG","Receptor-type tyrosine-protein phosphatase gamma",0.1,"Non-significant",0.18,0.584280493767938,0.571727067922655,15.98,5,0.661241020503978,0.578143493841271,0.665928567852598
"DESI2","Deubiquitinase DESI2",-0.2,"Non-significant",0.179,-0.582538931495546,0.572855356802706,14.35,1,0.662157676538701,0.572504107167816,0.660976936997457
"NR2C2","Nuclear receptor subfamily 2 group C member 2",-0.13,"Non-significant",0.179,-0.58276343456929,0.572709841818154,16.05,4,0.662157676538701,0.580022181633576,0.667442872175393
"PPIG","Peptidyl-prolyl cis-trans isomerase G",-0.03,"Non-significant",0.179,-0.58258649741016,0.572824524563543,19.09,8,0.662157676538701,0.57889588273322,0.666510089443174
"RPLP1","60S acidic ribosomal protein P1",-0.07,"Non-significant",0.179,-0.582338357026116,0.572985379215328,23.05,2,0.662178611097089,0.417905333359888,0.513870710201674
"PTPN12","Tyrosine-protein phosphatase non-receptor type 12",0.32,"Non-significant",0.178,0.580458676082098,0.574204666458395,14.21,2,0.663458115882508,0.58624512377963,0.672250464613192
"ABLIM1","Actin-binding LIM protein 1",0.08,"Non-significant",0.178,0.579068010354767,0.575107656368253,18.12,7,0.664112412710959,0.587245267050069,0.673006051740317
"CIB1","Calcium and integrin-binding protein 1",0.07,"Non-significant",0.178,0.579130207562997,0.575067253820922,16.68,7,0.664112412710959,0.586435723037774,0.672338727613739
"INPP5K","Inositol polyphosphate 5-phosphatase K",0.29,"Non-significant",0.178,0.57907198267626,0.575105075950448,14.83,2,0.664112412710959,0.586040376867463,0.672167511897847
"KATNAL2","Katanin p60 ATPase-containing subunit A-like 2",-0.06,"Non-significant",0.178,-0.57838682202003,0.575550249226011,22.85,1,0.664493819447865,0.245945728761133,0.335159114942337
"UBA2","SUMO-activating enzyme subunit 2",0.04,"Non-significant",0.177,0.577458488037731,0.576153720135303,19.76,18,0.66506078073363,0.614365765361553,0.697467811520397
"COL15A1","Collagen alpha-1(XV) chain",-0.18,"Non-significant",0.177,-0.576621725981781,0.576697958830941,13.97,2,0.665429372543424,0.578986286925454,0.666510089443174
"ZDHHC5","Palmitoyltransferase ZDHHC5",0.15,"Non-significant",0.177,0.576705213384705,0.57664364521313,15.56,2,0.665429372543424,0.573158104956297,0.661473865228478
"PCID2","PCI domain-containing protein 2",-0.09,"Non-significant",0.176,-0.574442242900818,0.578116827767652,17.48,5,0.6669364924744,0.582603807388368,0.669502180679156
"C1S","Complement C1s subcomponent",-0.29,"Non-significant",0.176,-0.573628581476376,0.5786470157627,14.14,5,0.667418010188673,0.593932326408198,0.679353871130352
"MYCBP2","E3 ubiquitin-protein ligase MYCBP2",-0.17,"Non-significant",0.175,-0.572981816688919,0.57906864046917,14.58,3,0.667774146493097,0.58579534680238,0.672125473536878
"CDC23","Cell division cycle protein 23 homolog",0.04,"Non-significant",0.175,0.571646762557009,0.579939485309159,17.83,11,0.668648077664515,0.605155452385526,0.689181946597039
"BTF3L4","Transcription factor BTF3 homolog 4",0.12,"Non-significant",0.175,0.571317174531398,0.580154581783328,18.92,4,0.66876576279212,0.585569128192016,0.67204594458232
