Genes,ProtDesc,X3_vs_X3H,Diff_Abund,negLog10_sca_adjPval,sca.t,sca.P.Value,AveExpr,count,sca.adj.pval,P.Value,adj.P.Val,logFC
OTOGL,Otogelin-like protein,0.08,Non-significant,0.02,0.135912771788977,0.89453524612034,14.03,1,0.954031191653578,0.897666679417929,0.95518459950761,0.08
WDR37,WD repeat-containing protein 37,0.02,Non-significant,0.02,0.136046366171345,0.894432279645091,16.15,6,0.954031191653578,0.89687646243104,0.95497895054966,0.02
LYPLA2,Acyl-protein thioesterase 2,-0.01,Non-significant,0.02,-0.135467021565303,0.894878818265014,19.15,4,0.954225620413424,0.860547218733161,0.934167333853223,-0.01
TXNDC17,Thioredoxin domain-containing protein 17,0.01,Non-significant,0.02,0.135000010076811,0.895238802405971,20.7,7,0.95443747636687,0.897876752148272,0.95518459950761,0.01
BRK1,Protein BRICK1,0.01,Non-significant,0.02,0.134398386532969,0.895702585542235,18.05,4,0.954533945127548,0.884186981481328,0.946235190708087,0.01
BZW1,Basic leucine zipper and W2 domain-containing protein 1;Basic leucine zipper and W2 domain-containing protein 1;Basic leucine zipper and W2 domain-containing protein 2,0.02,Non-significant,0.02,0.134482953446815,0.8956373916096,19.25,1,0.954533945127548,0.822206999958124,0.911902309044465,0.02
GLOD4,Glyoxalase domain-containing protein 4,0.01,Non-significant,0.02,0.134254840165839,0.8958132495003,20.87,9,0.954533945127548,0.900447241336729,0.956626765747991,0.01
GAR1,H/ACA ribonucleoprotein complex subunit 1,-0.01,Non-significant,0.02,-0.13297236156399,0.896802052013637,19.86,8,0.955415509860405,0.89880255455436,0.955922617674356,-0.01
NBN,Nibrin,-0.01,Non-significant,0.02,-0.132426831477994,0.897222716747153,18.14,10,0.955691595858308,0.903614984252756,0.957673269178498,-0.01
BPGM,Bisphosphoglycerate mutase,0.05,Non-significant,0.02,0.131426691433714,0.897994023048934,15.64,2,0.95599687556325,0.900238491835646,0.956626765747991,0.05
TRUB1,Probable tRNA pseudouridine synthase 1,0.01,Non-significant,0.02,0.131587716942945,0.897869832921653,17.48,4,0.95599687556325,0.877783574701564,0.942792777547496,0.01
XPC,DNA repair protein complementing XP-C cells,0.01,Non-significant,0.02,0.131760636418733,0.897736472843586,18.15,9,0.95599687556325,0.902309132549204,0.957567531679249,0.01
C1GALT1,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,0.01,Non-significant,0.019,0.130867246125932,0.898425514845228,17.94,5,0.956229866941183,0.897308356911933,0.955095079663232,0.01
ITM2C,Integral membrane protein 2C,0.02,Non-significant,0.019,0.130688346418007,0.898563504828325,16.89,8,0.956229866941183,0.902735169615303,0.957567531679249,0.02
SAP130,Histone deacetylase complex subunit SAP130,-0.02,Non-significant,0.019,-0.130514371146382,0.898697699858023,17.6,3,0.956229866941183,0.896232456311652,0.954464982720671,-0.02
EPCAM,Epithelial cell adhesion molecule,0.01,Non-significant,0.019,0.130021361864201,0.899077998442048,18.14,6,0.956462516501546,0.897859304810185,0.95518459950761,0.01
KBTBD2,Kelch repeat and BTB domain-containing protein 2,-0.08,Non-significant,0.019,-0.129654072717236,0.899361336128263,14.84,1,0.956591951441836,0.902551839608105,0.957567531679249,-0.08
MIB2,E3 ubiquitin-protein ligase MIB2,0.06,Non-significant,0.019,0.129131611601267,0.899764403525582,14.39,1,0.956848665647172,0.90174004668386,0.957401014934218,0.06
ABCC4,Multidrug resistance-associated protein 4,0.04,Non-significant,0.019,0.128203207722665,0.90048072042269,14.53,2,0.957266335382871,0.902072007306743,0.957567531679249,0.04
NUMB,Protein numb homolog;Protein numb homolog;Numb-like protein,0.08,Non-significant,0.019,0.128362152572689,0.900358078695085,16.07,1,0.957266335382871,0.903428287116761,0.957646932079877,0.08
ANXA7,Annexin A7,0.01,Non-significant,0.019,0.127722749811965,0.90085145803189,20.3,13,0.957488427730321,0.908552480977878,0.960326014638461,0.01
SMTN,Smoothelin,0.08,Non-significant,0.019,0.127420046347043,0.901085047098762,14.35,1,0.957564695345434,0.90420725567861,0.957957803375172,0.08
HDAC4,Histone deacetylase 4,-0.06,Non-significant,0.019,-0.126968275573709,0.901433686227707,14.06,1,0.957763174970254,0.903913413980015,0.957817992571588,-0.06
STK32C,Serine/threonine-protein kinase 32C,0.06,Non-significant,0.018,0.125811200161592,0.902326720653725,16.44,3,0.958367834519492,0.905715734497979,0.958664016299583,0.06
TBCEL,Tubulin-specific chaperone cofactor E-like protein,-0.03,Non-significant,0.018,-0.126011465926757,0.90217214467302,16.15,5,0.958367834519492,0.905446137391978,0.958664016299583,-0.03
STX18,Syntaxin-18,-0.01,Non-significant,0.018,-0.125492076764154,0.90257304622278,17.87,7,0.958457414662633,0.904698206595985,0.95813482878619,-0.01
GATD1,Glutamine amidotransferase-like class 1 domain-containing protein 1,-0.02,Non-significant,0.018,-0.125076582194435,0.902893775157438,17.07,3,0.958625958658992,0.899585091690825,0.956486071434791,-0.02
ASAP1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2",-0.06,Non-significant,0.018,-0.12416258990518,0.903599369122297,13.67,1,0.959045490013599,0.905881974031299,0.958664016299583,-0.06
CHAF1A,Chromatin assembly factor 1 subunit A,-0.09,Non-significant,0.018,-0.12414482789763,0.903613082106779,14.81,2,0.959045490013599,0.907208627456291,0.959591249313349,-0.09
DDX19A,ATP-dependent RNA helicase DDX19A,0.01,Non-significant,0.018,0.123290677983098,0.904272559251154,20.14,16,0.959411876051194,0.913775616181969,0.963777212485669,0.01
VAMP7,Vesicle-associated membrane protein 7,0.01,Non-significant,0.018,0.123277698440387,0.90428258116233,18.18,3,0.959411876051194,0.885833014637474,0.947225499321874,0.01
PSIP1,PC4 and SFRS1-interacting protein;PC4 and SFRS1-interacting protein;Hepatoma-derived growth factor;Hepatoma-derived growth factor-related protein 2,-0.01,Non-significant,0.018,-0.122901143675745,0.904573338528669,19.21,1,0.959548304782025,0.810899912622424,0.903766205120905,-0.01
ACTR6,Actin-related protein 6,0.02,Non-significant,0.018,0.121060591547116,0.905994735284118,15.65,3,0.959912468135381,0.903218612239264,0.957646932079877,0.02
ATG4B,Cysteine protease ATG4B,-0.03,Non-significant,0.018,-0.121143726316947,0.905930525557889,16.22,7,0.959912468135381,0.909845875455206,0.961178011974371,-0.03
MED23,Mediator of RNA polymerase II transcription subunit 23,-0.02,Non-significant,0.018,-0.120202820702814,0.906657281934987,16.68,13,0.959912468135381,0.911262527510445,0.962330961142121,-0.02
PRPF38A,Pre-mRNA-splicing factor 38A,-0.01,Non-significant,0.018,-0.121005272677163,0.906037461596401,17.96,8,0.959912468135381,0.908948443418652,0.960572948688724,-0.01
RALYL,RNA-binding Raly-like protein,-0.02,Non-significant,0.018,-0.121284986991883,0.905821423504844,22.13,1,0.959912468135381,0.858902893335124,0.933185534312143,-0.02
RNF214,RING finger protein 214,0.02,Non-significant,0.018,0.122159488908812,0.905146051552221,16.75,2,0.959912468135381,0.898893602288342,0.955922617674356,0.02
RPL6,60S ribosomal protein L6,0,Non-significant,0.018,0.120352163994923,0.906541923000845,22.76,25,0.959912468135381,0.927155443126842,0.97114157496575,0
SMAP1,Stromal membrane-associated protein 1,0.02,Non-significant,0.018,0.119999669445658,0.906814208011012,17.18,3,0.959912468135381,0.903364429434365,0.957646932079877,0.02
SPTBN2,"Spectrin beta chain, non-erythrocytic 2;Spectrin beta chain, non-erythrocytic 2;Spectrin beta chain, non-erythrocytic 2;Spectrin beta chain, erythrocytic;Spectrin beta chain, non-erythrocytic 1",0.02,Non-significant,0.018,0.119935997211228,0.906863393083789,19.57,1,0.959912468135381,0.871596079784236,0.939215808428943,0.02
SRP68,Signal recognition particle subunit SRP68,0,Non-significant,0.018,0.121301426557447,0.905808726612702,20.08,24,0.959912468135381,0.929169783061039,0.972012432880363,0
THOP1,Thimet oligopeptidase,-0.01,Non-significant,0.018,-0.120897774093027,0.906120490546246,19.85,19,0.959912468135381,0.914280620909334,0.963969785089189,-0.01
TMEM87A,Transmembrane protein 87A,0.02,Non-significant,0.018,0.120294388528951,0.906586550890285,17.85,5,0.959912468135381,0.908228676866118,0.960326014638461,0.02
KRT3,"Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A;Keratin, type II cytoskeletal 6A",-0.12,Non-significant,0.018,-0.119010566156466,0.907578309838292,20.22,15,0.960497381383147,0.911633456530482,0.962330983253792,-0.12
XRCC4,DNA repair protein XRCC4,-0.06,Non-significant,0.017,-0.118500603250374,0.907972304842701,15.2,4,0.960742512116285,0.911683603135841,0.962330983253792,-0.06
HARS1,"Histidine--tRNA ligase, cytoplasmic;Histidine--tRNA ligase, cytoplasmic;Histidine--tRNA ligase, mitochondrial",-0.01,Non-significant,0.017,-0.118187207434104,0.908214445973972,20,6,0.9607971617407,0.902785074764498,0.957567531679249,-0.01
MRPL53,"39S ribosomal protein L53, mitochondrial",-0.01,Non-significant,0.017,-0.117908721223184,0.908429622913842,19.62,5,0.9607971617407,0.902867882244132,0.957567531679249,-0.01
PAAF1,Proteasomal ATPase-associated factor 1,-0.01,Non-significant,0.017,-0.117803287452879,0.90851109006916,17.39,4,0.9607971617407,0.901385413026623,0.957368064778053,-0.01
ALAD,Delta-aminolevulinic acid dehydratase,0.01,Non-significant,0.017,0.117346283640885,0.90886422314592,18.31,5,0.960998857818872,0.900155616224257,0.956626765747991,0.01
EXTL2,Exostosin-like 2,-0.04,Non-significant,0.017,-0.116068682711357,0.909851552730805,14.4,2,0.961480564853498,0.911793768644826,0.962330983253792,-0.04
IL13RA1,Interleukin-13 receptor subunit alpha-1,-0.02,Non-significant,0.017,-0.11564600656225,0.910178232154875,16.12,2,0.961480564853498,0.90712384152939,0.959591249313349,-0.02
MTOR,Serine/threonine-protein kinase mTOR,-0.01,Non-significant,0.017,-0.116498549021664,0.90951933417536,17.75,33,0.961480564853498,0.922924430374509,0.969714351401007,-0.01
RNF149,E3 ubiquitin-protein ligase RNF149,-0.02,Non-significant,0.017,-0.115651474518305,0.91017400594989,17.4,6,0.961480564853498,0.913410353022615,0.963739133173113,-0.02
TMPRSS9,Transmembrane protease serine 9,-0.18,Non-significant,0.017,-0.115692842593676,0.91014203249485,16.15,1,0.961480564853498,0.913905742024376,0.963777212485669,-0.18
ZC3H4,Zinc finger CCCH domain-containing protein 4,0.01,Non-significant,0.017,0.115495235365055,0.910294764966925,17.15,6,0.961480564853498,0.908108476397164,0.960326014638461,0.01
SLC35B2,Adenosine 3'-phospho 5'-phosphosulfate transporter 1,-0.01,Non-significant,0.017,-0.114986334531612,0.910688116755416,20.15,6,0.961552745689115,0.904520941489059,0.958118584101462,-0.01
SMARCA2,Probable global transcription activator SNF2L2;Probable global transcription activator SNF2L2;Transcription activator BRG1,0.01,Non-significant,0.017,0.11500300125338,0.910675233914293,17.99,7,0.961552745689115,0.909110928676411,0.960573100888986,0.01
CHMP1A,Charged multivesicular body protein 1a,0.01,Non-significant,0.017,0.114065409278863,0.911400004396235,19.47,2,0.96213270758475,0.866517498488062,0.93715665117051,0.01
MICU1,"Calcium uptake protein 1, mitochondrial",-0.03,Non-significant,0.017,-0.113548896002707,0.911799312064651,16.52,2,0.962382541827781,0.911913101758326,0.962330983253792,-0.03
HSD17B1,17-beta-hydroxysteroid dehydrogenase type 1,0.02,Non-significant,0.016,0.112183394568087,0.912855081502669,18.12,1,0.963325043205153,0.891468000111084,0.950759941719049,0.02
ABAT,"4-aminobutyrate aminotransferase, mitochondrial",-0.01,Non-significant,0.016,-0.111455097740433,0.913418253932785,20.97,32,0.963747469422305,0.924023655298188,0.969926886298404,-0.01
ARL8B,ADP-ribosylation factor-like protein 8B,-0.01,Non-significant,0.016,-0.110668520434368,0.914026549401905,20.11,8,0.963873657603114,0.917054473140716,0.966377794759326,-0.01
HNRNPC,Heterogeneous nuclear ribonucleoproteins C1/C2,-0.01,Non-significant,0.016,-0.110741048289711,0.913970457925335,21.2,1,0.963873657603114,0.878742324339067,0.943146266079374,-0.01
UBE2B,Ubiquitin-conjugating enzyme E2 B,-0.05,Non-significant,0.016,-0.111005980205455,0.913765569505936,14.21,1,0.963873657603114,0.915916001383111,0.965350014282841,-0.05
CLIC1,Chloride intracellular channel protein 1,0.01,Non-significant,0.016,0.109530824435363,0.914906483328301,23.95,18,0.964286010305229,0.923006798561851,0.969714351401007,0.01
COMMD7,COMM domain-containing protein 7,-0.01,Non-significant,0.016,-0.109698344300431,0.914776910018139,16.92,5,0.964286010305229,0.915475203422682,0.965057327392127,-0.01
DERA,Deoxyribose-phosphate aldolase,-0.01,Non-significant,0.016,-0.109757477375885,0.914731172374484,19.22,13,0.964286010305229,0.920359989706339,0.968481248282484,-0.01
TXNL1,Thioredoxin-like protein 1,0,Non-significant,0.016,-0.108692476556854,0.915554967968587,20.43,11,0.964797639442587,0.923961019697351,0.969926886298404,0
AGFG2,Arf-GAP domain and FG repeat-containing protein 2,-0.02,Non-significant,0.015,-0.107860424679797,0.916198646567998,17.31,2,0.964960375888723,0.910312000696017,0.961498769746222,-0.02
CYP2W1,Cytochrome P450 2W1,0.04,Non-significant,0.015,0.108068714451612,0.916037506818368,15.38,6,0.964960375888723,0.919478675999304,0.968216042490775,0.04
INPP5F,Phosphatidylinositide phosphatase SAC2,-0.04,Non-significant,0.015,-0.108012235529054,0.916081200359088,15.87,2,0.964960375888723,0.918059700218548,0.96709261993825,-0.04
MTMR10,Myotubularin-related protein 10,0.07,Non-significant,0.015,0.107168742453285,0.916733782904424,14.17,3,0.965352161139967,0.920029534065065,0.968305719150301,0.07
AAMDC,Mth938 domain-containing protein,0.01,Non-significant,0.015,0.10627462343884,0.917425603690696,18.86,4,0.965435525482711,0.913935091981931,0.963777212485669,0.01
ABR,Active breakpoint cluster region-related protein,0.03,Non-significant,0.015,0.106811963106004,0.917009830723541,14.48,2,0.965435525482711,0.917530792052794,0.966707567054199,0.03
CS,"Citrate synthase, mitochondrial",0,Non-significant,0.015,-0.10607248916739,0.917582014238565,22.91,18,0.965435525482711,0.932650234636941,0.97318330143529,0
POLR3A,DNA-directed RNA polymerase III subunit RPC1;DNA-directed RNA polymerase III subunit RPC1;DNA-directed RNA polymerase I subunit RPA1,0.01,Non-significant,0.015,0.106012074181228,0.917628763784818,17.36,1,0.965435525482711,0.82973985527774,0.916482474434721,0.01
SHARPIN,Sharpin,0.05,Non-significant,0.015,0.106384021782437,0.917340953303876,14.62,2,0.965435525482711,0.919617062497575,0.968216042490775,0.05
GLMP,Glycosylated lysosomal membrane protein,0.04,Non-significant,0.015,0.105736725919888,0.917841834385512,15.87,2,0.965488023832724,0.919789594881059,0.968225410587302,0.04
ABHD14B,Protein ABHD14B,0.01,Non-significant,0.015,0.105406594591717,0.918097306308228,19.64,9,0.965585098013826,0.921724151526764,0.969227262232782,0.01
ATP1B3,Sodium/potassium-transporting ATPase subunit beta-3,0.01,Non-significant,0.015,0.104231294812612,0.919006890252956,20.76,9,0.966056323012643,0.922672440379664,0.969714351401007,0.01
NUDC,Nuclear migration protein nudC,0,Non-significant,0.015,-0.104455464317899,0.918833392288943,21.75,15,0.966056323012643,0.932331078280525,0.97318330143529,0
PDPK1,3-phosphoinositide-dependent protein kinase 1,0.01,Non-significant,0.015,0.104194769079408,0.919035160087573,17.24,10,0.966056323012643,0.922900190619995,0.969714351401007,0.01
HERC3,Probable E3 ubiquitin-protein ligase HERC3,-0.05,Non-significant,0.015,-0.103593815999026,0.919500296868607,15.43,1,0.9662019635183,0.921402876505789,0.969061645980226,-0.05
TTC4,Tetratricopeptide repeat protein 4,0.02,Non-significant,0.015,0.103762532076652,0.919369707663263,14.98,5,0.9662019635183,0.920713823317427,0.968681310912022,0.02
BAX,Apoptosis regulator BAX,0.01,Non-significant,0.014,0.102138669529545,0.92062670926656,19.8,3,0.967213820797272,0.908410173913543,0.960326014638461,0.01
ORC4,Origin recognition complex subunit 4,-0.01,Non-significant,0.014,-0.101574861380093,0.921063196274703,17.17,6,0.967500609330271,0.918236021336501,0.967106183383424,-0.01
DDX55,ATP-dependent RNA helicase DDX55,0.03,Non-significant,0.014,0.100637609179114,0.921788855490168,15.72,8,0.967919193954804,0.925168178254385,0.970262337953066,0.03
PDK3,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial",0.06,Non-significant,0.014,0.100828687705903,0.921640908517178,15.48,5,0.967919193954804,0.924941016252793,0.970196063316393,0.06
CRNKL1,Crooked neck-like protein 1,0.01,Non-significant,0.014,0.100254370220661,0.922085596526843,18.59,20,0.968058991243671,0.931516288219895,0.972610177765505,0.01
CDC5L,Cell division cycle 5-like protein,0,Non-significant,0.014,-0.0995933586751601,0.922597445596272,20.11,23,0.968252764383317,0.937134525026501,0.97513542998119,0
CSNK1G3,Casein kinase I isoform gamma-3,-0.04,Non-significant,0.014,-0.0997269953318059,0.922493962117675,14.97,2,0.968252764383317,0.924244304934342,0.969970694650594,-0.04
MAPK15,Mitogen-activated protein kinase 15,0.1,Non-significant,0.014,0.0990330533007462,0.92303134259377,14.93,1,0.968273079425938,0.926088440941137,0.970711302931569,0.1
RPAP3,RNA polymerase II-associated protein 3,0.02,Non-significant,0.014,0.0989344147081807,0.923107730444772,16.98,13,0.968273079425938,0.926880767716849,0.971025761788349,0.02
SPTLC1,Serine palmitoyltransferase 1,0.01,Non-significant,0.014,0.0989819866840784,0.923070889579678,18.89,12,0.968273079425938,0.92909275957056,0.972012432880363,0.01
ADD3,Gamma-adducin,0,Non-significant,0.013,0.0953884400928722,0.925854346452646,19.16,13,0.969671269465938,0.932887558854312,0.97318330143529,0
ARFGAP2,ADP-ribosylation factor GTPase-activating protein 2,0.01,Non-significant,0.013,0.0950978308155833,0.926079490240327,18.05,10,0.969671269465938,0.929683182993524,0.972068456224188,0.01
INTS13,Integrator complex subunit 13,0.01,Non-significant,0.013,0.0969862502594833,0.924616597502408,16.89,6,0.969671269465938,0.925838872525635,0.970621652858644,0.01
MACROH2A1,Core histone macro-H2A.1;Core histone macro-H2A.1;Core histone macro-H2A.2,0.01,Non-significant,0.013,0.0952610179501093,0.925953063394946,22.21,3,0.969671269465938,0.867414933474041,0.937270664968207,0.01
NUP58,Nucleoporin p58/p45,0,Non-significant,0.013,0.0961399306757274,0.925272175787683,18.22,8,0.969671269465938,0.925576474844083,0.970518518811349,0
SAC3D1,SAC3 domain-containing protein 1,0.03,Non-significant,0.013,0.0954189532326832,0.925830707398133,16.46,3,0.969671269465938,0.927506128944846,0.97116506193004,0.03
