"Genes","ProtDesc","X1_vs_X3","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val","Comparison","X1H_vs_X3H","X3_vs_X5","X3H_vs_X5H"
"TPP1","Tripeptidyl-peptidase 1",NA,"Up in X5",4.361,9.71813525682834,1.52645294573642e-06,22.73,14,4.35504031495664e-05,9.14821832822234e-06,0.00021725220794841,"X3 vs X5 Down",NA,0.51,NA
"PCYT1A","Choline-phosphate cytidylyltransferase A",NA,"Up in X5",4.36,9.69642023541062,1.559059652535e-06,20.05,11,4.36473672626009e-05,5.73083220657295e-06,0.00015845483255276,"X3 vs X5 Down",NA,0.68,NA
"PDZK1","Na(+)/H(+) exchange regulatory cofactor NHE-RF3",NA,"Up in X5",4.36,9.69566264164653,1.56021081431746e-06,18.25,12,4.36473672626009e-05,6.78919286358121e-06,0.000177750682185,"X3 vs X5 Down",NA,0.6,NA
"GLUD1","Glutamate dehydrogenase 1, mitochondrial",NA,"Up in X5",4.349,9.65771992618542,1.61906311169238e-06,22.78,27,4.47663384667468e-05,1.99460492092377e-05,0.00034417713605606,"X3 vs X5 Down",NA,0.43,NA
"AUH","Methylglutaconyl-CoA hydratase, mitochondrial",NA,"Up in X5",4.325,9.56475726374356,1.7737045329647e-06,20.48,7,4.72748185655502e-05,2.84418803727025e-06,0.00010651304187676,"X3 vs X5 Down",NA,0.55,NA
"L2HGDH","L-2-hydroxyglutarate dehydrogenase, mitochondrial",NA,"Up in X5",4.325,9.57783446284904,1.75101276682061e-06,19.41,14,4.72748185655502e-05,9.97761923130608e-06,0.00023151989408485,"X3 vs X5 Down",NA,0.52,NA
"BDH1","D-beta-hydroxybutyrate dehydrogenase, mitochondrial",NA,"Up in X5",4.303,9.5031337162022,1.88502095801135e-06,20.78,12,4.97931652167552e-05,6.43497892219781e-06,0.00017008679371,"X3 vs X5 Down",NA,0.85,NA
"PDIA5","Protein disulfide-isomerase A5",NA,"Up in X5",4.292,9.4732586287524,1.94169912027118e-06,20.63,24,5.1062371976198e-05,2.21530871052618e-05,0.0003641106011162,"X3 vs X5 Down",NA,0.42,NA
"ANXA2","Annexin A2",NA,"Up in X5",4.272,9.40135758348805,2.08584222779484e-06,19.14,19,5.34282617396627e-05,2.17075620052216e-05,0.00036079675389015,"X3 vs X5 Down",NA,0.41,NA
"PCMTD1","Protein-L-isoaspartate O-methyltransferase domain-containing protein 1",NA,"Up in X5",4.254,9.34691898035348,2.20270320528304e-06,15.33,4,5.56982686566657e-05,4.36946755010974e-06,0.0001314172198716,"X3 vs X5 Down",NA,1.8,NA
"PCCB","Propionyl-CoA carboxylase beta chain, mitochondrial",NA,"Up in X5",4.246,9.32144658617914,2.25980899421741e-06,19.46,25,5.67560547135487e-05,1.89467248483885e-05,0.0003366599727565,"X3 vs X5 Down",NA,0.48,NA
"ENOSF1","Mitochondrial enolase superfamily member 1",NA,"Up in X5",4.243,9.30205027477814,2.30437090437761e-06,15.41,2,5.71810512748949e-05,4.27761611186159e-06,0.00012979822837889,"X3 vs X5 Down",NA,2.81,NA
"BPHL","Valacyclovir hydrolase",NA,"Up in X5",4.227,9.25194651183815,2.42395867165262e-06,18.62,9,5.92667911577212e-05,7.32193976309142e-06,0.0001883648590357,"X3 vs X5 Down",NA,0.48,NA
"ECHS1","Enoyl-CoA hydratase, mitochondrial",NA,"Up in X5",4.227,9.25461253262641,2.4174284758164e-06,22.38,17,5.92667911577212e-05,2.23994946211922e-05,0.0003651179329851,"X3 vs X5 Down",NA,0.41,NA
"MOGS","Mannosyl-oligosaccharide glucosidase",NA,"Up in X5",4.206,9.16877923651607,2.63760312033939e-06,22.38,42,6.21780783388375e-05,4.1895489328186e-05,0.00051816686069958,"X3 vs X5 Down",NA,0.38,NA
"ERO1A","ERO1-like protein beta;ERO1-like protein alpha",NA,"Up in X5",4.165,9.02943960572542,3.04277908944329e-06,22.41,33,6.84567447613534e-05,4.00045597245243e-05,0.00050795489246783,"X3 vs X5 Down",NA,0.39,NA
"IKBIP","Inhibitor of nuclear factor kappa-B kinase-interacting protein",NA,"Up in X5",4.142,8.9451809904612,3.32023349359053e-06,20.66,18,7.20389400415285e-05,2.14961065350589e-05,0.00036024226545607,"X3 vs X5 Down",NA,0.48,NA
"NAGA","Alpha-N-acetylgalactosaminidase",NA,"Up in X5",4.142,8.95075552718646,3.30105363703015e-06,19.21,5,7.20389400415285e-05,1.78131084067394e-06,8.44362865964376e-05,"X3 vs X5 Down",NA,0.62,NA
"NIPSNAP1","Protein NipSnap homolog 1",NA,"Up in X5",4.131,8.90495151482645,3.46228522107162e-06,21.36,11,7.39579121049848e-05,1.25984517591838e-05,0.00025441992852931,"X3 vs X5 Down",NA,0.56,NA
"GDPD1","Lysophospholipase D GDPD1",NA,"Up in X5",4.127,8.88594347015011,3.53168527558753e-06,17.67,8,7.47253704971178e-05,8.73266683824417e-06,0.00021279291998333,"X3 vs X5 Down",NA,0.86,NA
"CRAT","Carnitine O-acetyltransferase",NA,"Up in X5",4.123,8.87316752798895,3.57917867974622e-06,20.07,16,7.53665489254748e-05,1.94800557588269e-05,0.00034016118506832,"X3 vs X5 Down",NA,0.51,NA
"MEP1A","Meprin A subunit alpha",NA,"Up in X5",4.119,8.85519078764132,3.64718271183009e-06,19.23,14,7.59872538940093e-05,1.67480383680292e-05,0.00031967142910848,"X3 vs X5 Down",NA,0.54,NA
"ETFDH","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",NA,"Up in X5",4.117,8.84607327786257,3.68220785760142e-06,19.41,11,7.64478031348336e-05,1.25905574771933e-05,0.00025441992852931,"X3 vs X5 Down",NA,0.62,NA
"GATD3A","Glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial",NA,"Up in X5",4.101,8.79128878890002,3.90049859919189e-06,21.16,11,7.93101381835685e-05,1.50602577224289e-05,0.00029409750806472,"X3 vs X5 Down",NA,0.5,NA
"ISOC2","Isochorismatase domain-containing protein 2",NA,"Up in X5",4.095,8.76668876280842,4.00305009134446e-06,19.93,6,8.02916860694413e-05,7.44522851467228e-06,0.00018865030133813,"X3 vs X5 Down",NA,0.92,NA
"ARVCF","Armadillo repeat protein deleted in velo-cardio-facial syndrome",NA,"Up in X5",4.091,8.74138140728847,4.11160942148956e-06,15.41,5,8.10946431565125e-05,8.69531855972092e-06,0.00021279291998333,"X3 vs X5 Down",NA,1.57,NA
"FKBP7","Peptidyl-prolyl cis-trans isomerase FKBP7",NA,"Up in X5",4.059,8.64338342040034,4.56310544812163e-06,16.61,3,8.73783007654876e-05,2.90901085517917e-06,0.00010757885768809,"X3 vs X5 Down",NA,1.11,NA
"HDHD3","Haloacid dehalogenase-like hydrolase domain-containing protein 3",NA,"Up in X5",4.047,8.59450680223238,4.80814571294809e-06,20.58,12,8.97469974243339e-05,1.71616555217259e-05,0.00032076923723879,"X3 vs X5 Down",NA,0.6,NA
"ACAD10","Acyl-CoA dehydrogenase family member 10",NA,"Up in X5",4.036,8.56234743649664,4.97713575642512e-06,17.26,13,9.20303508461482e-05,1.5218223570733e-05,0.00029620470022377,"X3 vs X5 Down",NA,0.88,NA
"ALB","Albumin",NA,"Up in X5",4.035,8.55787504076394,5.00114267715983e-06,22.4,45,9.21861720272732e-05,1.83979622477442e-05,0.00032988103824212,"X3 vs X5 Down",NA,0.86,NA
"TGM2","Protein-glutamine gamma-glutamyltransferase 2",NA,"Up in X5",4.035,8.54847178152627,5.05202787440208e-06,18.18,25,9.23540811207375e-05,2.07904952671329e-05,0.00035248527362643,"X3 vs X5 Down",NA,0.7,NA
"PRCP","Lysosomal Pro-X carboxypeptidase",NA,"Up in X5",4.016,8.49610844011343,5.34584962609571e-06,19.53,11,9.6437171456123e-05,1.87188138738123e-05,0.00033361211352815,"X3 vs X5 Down",NA,0.54,NA
"GSN","Gelsolin",NA,"Up in X5",4.016,8.49303728571469,5.36364830882786e-06,19.66,26,9.64641551469133e-05,3.51081750825318e-05,0.00046998885059579,"X3 vs X5 Down",NA,0.48,NA
"HIBCH","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",NA,"Up in X5",3.988,8.40492756104087,5.90265041844878e-06,20.98,18,0.00010272347801753,3.58044202086915e-05,0.0004751851687024,"X3 vs X5 Down",NA,0.45,NA
"LYPLAL1","Lysophospholipase-like protein 1",NA,"Up in X5",3.965,8.33465075987553,6.37466033493888e-06,18.2,7,0.00010838754368342,1.24371750302556e-05,0.00025441992852931,"X3 vs X5 Down",NA,0.69,NA
"MCEE","Methylmalonyl-CoA epimerase, mitochondrial",NA,"Up in X5",3.948,8.28956648385499,6.69890322320063e-06,19.41,4,0.00011260627946499,2.64276533433194e-06,0.00010210153188903,"X3 vs X5 Down",NA,0.71,NA
"IVD","Isovaleryl-CoA dehydrogenase, mitochondrial",NA,"Up in X5",3.93,8.23908034919464,7.08333877814267e-06,21.28,17,0.00011740088389431,4.98852949790814e-05,0.00057426321087786,"X3 vs X5 Down",NA,0.39,NA
"COX5B","Cytochrome c oxidase subunit 5B, mitochondrial",NA,"Up in X5",3.901,8.14993810822006,7.8217498770619e-06,23.32,8,0.00012557622855087,1.62771918141737e-05,0.00031270176611839,"X3 vs X5 Down",NA,0.46,NA
"DGLUCY","D-glutamate cyclase, mitochondrial",NA,"Up in X5",3.898,8.13518637433386,7.95179058606964e-06,18.58,11,0.00012648049703702,2.60512131254188e-05,0.00039933945094068,"X3 vs X5 Down",NA,0.54,NA
"ACADM","Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",NA,"Up in X5",3.891,8.11574034573698,8.12680171698569e-06,21.87,19,0.00012857295657594,4.5501290397261e-05,0.00054500229813885,"X3 vs X5 Down",NA,0.46,NA
"NAT1","Arylamine N-acetyltransferase 1",NA,"Up in X5",3.875,8.06480715061485,8.60526905604316e-06,14.57,1,0.00013329156283928,4.11660881444333e-06,0.0001288781711908,"X3 vs X5 Down",NA,1.54,NA
"UGT2A3","UDP-glucuronosyltransferase 2A3",NA,"Up in X5",3.867,8.03583742737924,8.89094921217472e-06,20.32,10,0.00013593732942748,2.81734579783845e-05,0.00041480988288139,"X3 vs X5 Down",NA,0.46,NA
"STOM","Stomatin",NA,"Up in X5",3.863,8.02521961368079,8.99821197917827e-06,20.96,10,0.00013722273268246,2.68504230143392e-05,0.00040425942233039,"X3 vs X5 Down",NA,0.52,NA
"RBP2","Retinol-binding protein 2",NA,"Up in X5",3.857,8.00949540842443,9.15964157472303e-06,19.43,2,0.00013896820307086,5.33317055823564e-07,4.78126821107277e-05,"X3 vs X5 Down",NA,0.92,NA
"GSTM3","Glutathione S-transferase Mu 3;Glutathione S-transferase Mu 3",NA,"Up in X5",3.848,7.97960623884924,9.47520168207379e-06,19.22,15,0.00014177834662156,2.60457425634767e-05,0.00039933945094068,"X3 vs X5 Down",NA,1.07,NA
"P4HA2","Prolyl 4-hydroxylase subunit alpha-2",NA,"Up in X5",3.844,7.96764157952361,9.60480118539327e-06,19.96,23,0.00014315266653393,6.15815478776139e-05,0.00065300720213591,"X3 vs X5 Down",NA,0.43,NA
"METTL15","12S rRNA N4-methylcytidine (m4C) methyltransferase",NA,"Up in X5",3.814,7.88695666760223,1.05304697374199e-05,16.81,5,0.00015346992471998,1.23487366739726e-05,0.00025441992852931,"X3 vs X5 Down",NA,0.77,NA
"FAM169A","Soluble lamin-associated protein of 75 kDa",NA,"Up in X5",3.812,7.87139658471342,1.07198492810326e-05,20.54,17,0.00015423052055016,5.02690503578355e-05,0.00057755722517924,"X3 vs X5 Down",NA,0.48,NA
"GLT8D1","Glycosyltransferase 8 domain-containing protein 1",NA,"Up in X5",3.795,7.82158030399462,1.13513567500912e-05,19.33,12,0.00016030066322264,4.10656697839856e-05,0.00051290778086791,"X3 vs X5 Down",NA,0.48,NA
"ACOT1","Acyl-coenzyme A thioesterase 1",NA,"Up in X5",3.794,7.8155549096783,1.14304264230505e-05,23.16,30,0.0001606504350242,9.0423325124125e-05,0.00084772063302487,"X3 vs X5 Down",NA,0.39,NA
"NDUFA12","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12",NA,"Up in X5",3.745,7.68850533216288,1.32442936050446e-05,19.88,8,0.00017998044158968,2.65993341753334e-05,0.00040355964183448,"X3 vs X5 Down",NA,0.44,NA
"MTARC2","Mitochondrial amidoxime reducing component 2",NA,"Up in X5",3.74,7.67560419922763,1.34451992567017e-05,18.26,7,0.00018204861327666,2.62040741450155e-05,0.00040064472019652,"X3 vs X5 Down",NA,0.72,NA
"FABP1","Fatty acid-binding protein, liver",NA,"Up in X5",3.722,7.63144571786312,1.41581939894363e-05,25.14,8,0.00018953401320247,3.09076252033862e-05,0.0004406757068155,"X3 vs X5 Down",NA,0.66,NA
"SLC25A20","Mitochondrial carnitine/acylcarnitine carrier protein",NA,"Up in X5",3.719,7.62025967864754,1.43452246901544e-05,20.26,10,0.00019117273534154,3.92451006995843e-05,0.00050371640095323,"X3 vs X5 Down",NA,0.56,NA
"DECR1","2,4-dienoyl-CoA reductase, mitochondrial",NA,"Up in X5",3.705,7.58997487203014,1.4865121135266e-05,21.76,18,0.00019721282905239,6.53887552100631e-05,0.00067997410294893,"X3 vs X5 Down",NA,0.48,NA
"CPT2","Carnitine O-palmitoyltransferase 2, mitochondrial",NA,"Up in X5",3.68,7.5166235131716,1.62106773201734e-05,19.34,18,0.00020897293617312,7.35047729139126e-05,0.00073097099383465,"X3 vs X5 Down",NA,0.46,NA
"GNG4","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-4",NA,"Up in X5",3.667,7.47666428517567,1.6998599768783e-05,17.01,3,0.00021537626302331,1.50368000846241e-05,0.00029409750806472,"X3 vs X5 Down",NA,1.12,NA
"HIBADH","3-hydroxyisobutyrate dehydrogenase, mitochondrial",NA,"Up in X5",3.647,7.4317894498767,1.79330751455497e-05,21.48,13,0.00022528663617031,7.19687677515227e-05,0.00072421632446557,"X3 vs X5 Down",NA,0.42,NA
"LPCAT1","Lysophosphatidylcholine acyltransferase 1",NA,"Up in X5",3.628,7.37629240016464,1.9166215016413e-05,19.37,12,0.00023528318309567,7.39525742231194e-05,0.00073419023771509,"X3 vs X5 Down",NA,0.4,NA
"EDEM3","ER degradation-enhancing alpha-mannosidase-like protein 3",NA,"Up in X5",3.624,7.36316756346208,1.9471044585166e-05,17.92,12,0.00023784372911342,6.59992758476837e-05,0.0006815317891636,"X3 vs X5 Down",NA,0.46,NA
"MELTF","Melanotransferrin",NA,"Up in X5",3.624,7.36212902361922,1.94953876322482e-05,15.27,4,0.00023784372911342,3.72170897307384e-05,0.00048612256056684,"X3 vs X5 Down",NA,1.83,NA
"FUCA1","Tissue alpha-L-fucosidase",NA,"Up in X5",3.613,7.33551146698602,2.01306452914081e-05,21.2,12,0.00024358492472241,6.77460623559001e-05,0.00069543847113896,"X3 vs X5 Down",NA,0.46,NA
"NNMT","Nicotinamide N-methyltransferase",NA,"Up in X5",3.6,7.29990268742527,2.10156774042045e-05,16.79,5,0.00025121164282965,4.07245923234952e-05,0.00051269662293217,"X3 vs X5 Down",NA,1.46,NA
"ISCA2","Iron-sulfur cluster assembly 2 homolog, mitochondrial",NA,"Up in X5",3.597,7.29250834687097,2.12046744425553e-05,18.08,6,0.00025295979571895,2.03428987864087e-05,0.00034889545541791,"X3 vs X5 Down",NA,0.48,NA
"PTGES2","Prostaglandin E synthase 2",NA,"Up in X5",3.594,7.28112224158512,2.14992970393893e-05,19.03,13,0.00025493254625664,8.70622456474937e-05,0.00082555658252599,"X3 vs X5 Down",NA,0.4,NA
"FXYD1","Phospholemman",NA,"Up in X5",3.589,7.27073228288437,2.17720021003691e-05,20.68,1,0.00025764987285576,1.27099835277795e-06,6.89953876457536e-05,"X3 vs X5 Down",NA,1.03,NA
"MYO1D","Unconventional myosin-Id",NA,"Up in X5",3.575,7.23005292919723,2.2876193843369e-05,19.44,32,0.00026579501429762,0.00012671927094389,0.00105456810995084,"X3 vs X5 Down",NA,0.42,NA
"TMLHE","Trimethyllysine dioxygenase, mitochondrial",NA,"Up in X5",3.575,7.22760822918044,2.29444505221105e-05,17.85,7,0.00026579501429762,4.40377645413601e-05,0.00053214320496383,"X3 vs X5 Down",NA,0.73,NA
"TGFBI","Transforming growth factor-beta-induced protein ig-h3",NA,"Up in X5",3.569,7.21275947659372,2.33637823265446e-05,14.99,24,0.00026989658405915,5.53951433790136e-05,0.00061151690927914,"X3 vs X5 Down",NA,1.72,NA
"GCDH","Glutaryl-CoA dehydrogenase, mitochondrial",NA,"Up in X5",3.568,7.20705401121924,2.35270989745791e-05,18.17,4,0.00027047464448554,1.96667015955995e-05,0.00034125476053126,"X3 vs X5 Down",NA,0.79,NA
"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP];Phosphoenolpyruvate carboxykinase, cytosolic [GTP];Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",NA,"Up in X5",3.557,7.17629254844679,2.44291255447574e-05,20.18,3,0.00027744171947855,4.65137716864001e-06,0.00013761099353421,"X3 vs X5 Down",NA,0.73,NA
"SLC25A1","Tricarboxylate transport protein, mitochondrial",NA,"Up in X5",3.554,7.16666379593825,2.47190866351952e-05,22.26,9,0.00027937264953515,5.77422879812997e-05,0.00062921016203563,"X3 vs X5 Down",NA,0.57,NA
"SIRT3","NAD-dependent protein deacetylase sirtuin-3, mitochondrial",NA,"Up in X5",3.53,7.09335840727147,2.70522426375277e-05,18.29,6,0.00029532863410747,2.22356104662173e-05,0.00036445459038395,"X3 vs X5 Down",NA,0.44,NA
"POGLUT1","Protein O-glucosyltransferase 1",NA,"Up in X5",3.525,7.08049542560989,2.74856114509469e-05,18.09,7,0.00029840800542248,4.95671244118927e-05,0.0005728294436429,"X3 vs X5 Down",NA,0.63,NA
"APOB","Apolipoprotein B-100",NA,"Up in X5",3.518,7.0575470596519,2.82774778997076e-05,22.15,206,0.00030366213563079,8.79219582885019e-05,0.0008323747635089,"X3 vs X5 Down",NA,0.68,NA
"ARSA","Arylsulfatase A",NA,"Up in X5",3.492,6.99569198828034,3.05370170546104e-05,16.91,5,0.00032187469692652,5.48569343663611e-05,0.00060670744045936,"X3 vs X5 Down",NA,1.22,NA
"SOD2","Superoxide dismutase [Mn], mitochondrial",NA,"Up in X5",3.492,6.99192860602151,3.06806369894469e-05,22.82,18,0.00032187469692652,0.00013319305775372,0.00108350116436568,"X3 vs X5 Down",NA,0.42,NA
"DPP4","Dipeptidyl peptidase 4",NA,"Up in X5",3.492,6.98996941703097,3.07556925634024e-05,20.25,24,0.00032209103167726,8.11706681935523e-05,0.00078350219200856,"X3 vs X5 Down",NA,0.9,NA
"RIDA","2-iminobutanoate/2-iminopropanoate deaminase",NA,"Up in X5",3.489,6.97737071551838,3.12430972591189e-05,19.08,5,0.00032432527453018,2.41884946136185e-05,0.00038370863975544,"X3 vs X5 Down",NA,0.57,NA
"HINT2","Histidine triad nucleotide-binding protein 2, mitochondrial",NA,"Up in X5",3.484,6.96168359865205,3.18616542368102e-05,20.09,7,0.0003283093080354,4.93238143818366e-05,0.0005711330913842,"X3 vs X5 Down",NA,0.48,NA
"FMO5","Flavin-containing monooxygenase 5",NA,"Up in X5",3.482,6.95574855781293,3.209910940239e-05,19.73,13,0.00032927665144163,9.81689573057903e-05,0.00089639771663327,"X3 vs X5 Down",NA,0.51,NA
"CA9","Carbonic anhydrase 9",NA,"Up in X5",3.473,6.93517783365941,3.29370013100204e-05,16.88,5,0.00033659453670361,6.41090049804723e-05,0.00067138580968045,"X3 vs X5 Down",NA,1.6,NA
"DGAT1","Diacylglycerol O-acyltransferase 1",NA,"Up in X5",3.459,6.90283695384142,3.43023556653692e-05,18.87,6,0.00034740308785681,3.17317142001366e-05,0.00044799688609146,"X3 vs X5 Down",NA,0.45,NA
"SUOX","Sulfite oxidase, mitochondrial",NA,"Up in X5",3.454,6.88294363696011,3.51724161048367e-05,19.52,13,0.00035154592245324,0.00013052792579768,0.00107506574079435,"X3 vs X5 Down",NA,0.39,NA
"HSD17B8","Estradiol 17-beta-dehydrogenase 8",NA,"Up in X5",3.444,6.85555822694907,3.64092738159594e-05,19.01,7,0.00035978129396625,4.82906226113195e-05,0.00056372679380786,"X3 vs X5 Down",NA,0.4,NA
"HEXB","Beta-hexosaminidase subunit beta",NA,"Up in X5",3.441,6.84892426403847,3.67158947416879e-05,21.79,22,0.00036207991531094,0.00018166594292669,0.00132989440157375,"X3 vs X5 Down",NA,0.39,NA
"BOD1L2","Biorientation of chromosomes in cell division protein 1-like 2",NA,"Up in X5",3.439,6.84073089870627,3.7098436361572e-05,16.02,2,0.0003640322519924,1.82573885940452e-05,0.0003297343965281,"X3 vs X5 Down",NA,1.09,NA
"HADHA","Trifunctional enzyme subunit alpha, mitochondrial",NA,"Up in X5",3.437,6.83552713204137,3.73436242457598e-05,23.22,38,0.0003652268176234,0.00020709308760516,0.00144501155584876,"X3 vs X5 Down",NA,0.39,NA
"HADHB","Trifunctional enzyme subunit beta, mitochondrial",NA,"Up in X5",3.437,6.83202771336475,3.75094891448616e-05,22.89,20,0.00036527151784685,0.00016720930922021,0.00126035348109043,"X3 vs X5 Down",NA,0.41,NA
"COX19","Cytochrome c oxidase assembly protein COX19",NA,"Up in X5",3.427,6.80132197327956,3.8999377034876e-05,17.01,1,0.00037400212952246,3.5602406380902e-06,0.00011948065992471,"X3 vs X5 Down",NA,1,NA
"FGA","Fibrinogen alpha chain",NA,"Up in X5",3.419,6.78335087815877,3.99008377492513e-05,21.62,43,0.00038079557574567,0.00015360684040889,0.00120064950422644,"X3 vs X5 Down",NA,0.51,NA
"PBLD","Phenazine biosynthesis-like domain-containing protein",NA,"Up in X5",3.416,6.77419077715142,4.03689370925885e-05,15.12,3,0.00038340770590184,5.65747411551907e-05,0.00061991248780604,"X3 vs X5 Down",NA,1.44,NA
"ALG9","Alpha-1,2-mannosyltransferase ALG9",NA,"Up in X5",3.411,6.76026245034382,4.10920728145531e-05,18.18,4,0.00038842436556903,1.9484151261228e-05,0.00034016118506832,"X3 vs X5 Down",NA,0.62,NA
"CDH2","Cadherin-2",NA,"Up in X5",3.406,6.74791572241303,4.1744765529285e-05,16.41,8,0.00039269281023335,8.64395756311174e-05,0.00082202730594883,"X3 vs X5 Down",NA,0.83,NA
"METTL7A","Methyltransferase-like protein 7A",NA,"Up in X5",3.406,6.7479692138568,4.17419138160362e-05,21.54,9,0.00039269281023335,9.42192424606796e-05,0.00087244954247236,"X3 vs X5 Down",NA,0.49,NA
"GALK1","Galactokinase",NA,"Up in X5",3.4,6.72852848328475,4.27922791547445e-05,20.34,19,0.00039811479651355,0.00012458626911523,0.00104333245807718,"X3 vs X5 Down",NA,0.62,NA
"DHRS7","Dehydrogenase/reductase SDR family member 7",NA,"Up in X5",3.38,6.68474548648729,4.52635257452192e-05,20.36,12,0.00041652298885608,0.00013907916981184,0.00110907203204406,"X3 vs X5 Down",NA,0.43,NA
"VAC14","Protein VAC14 homolog",NA,"Up in X5",3.373,6.66476970649866,4.64416775904685e-05,17.93,11,0.00042406698503518,0.0001167622452439,0.0010041892516107,"X3 vs X5 Down",NA,0.57,NA
"MTO1","Protein MTO1 homolog, mitochondrial",NA,"Up in X5",3.363,6.63899032347742,4.80111454045226e-05,16.92,7,0.00043371289673062,9.06890587636885e-05,0.00084772063302487,"X3 vs X5 Down",NA,0.78,NA
"RTN4IP1","Reticulon-4-interacting protein 1, mitochondrial",NA,"Up in X5",3.362,6.63431403881287,4.83019092890266e-05,17.55,6,0.00043459761786605,6.01877501069234e-05,0.00064538815600937,"X3 vs X5 Down",NA,0.54,NA
"CASK","Peripheral plasma membrane protein CASK",NA,"Up in X5",3.352,6.60240903830133,5.03369982207908e-05,18.19,15,0.00044413419553446,0.00018609327941048,0.00134940433121547,"X3 vs X5 Down",NA,0.4,NA
"MTFR1L","Mitochondrial fission regulator 1-like",NA,"Up in X5",3.345,6.58378711597297,5.1567308424619e-05,15.48,3,0.00045203520584958,6.09827742758902e-05,0.00064958808989734,"X3 vs X5 Down",NA,1.21,NA
"CTBS","Di-N-acetylchitobiase",NA,"Up in X5",3.341,6.57514374598753,5.21493165052587e-05,17.06,7,0.00045578656685615,0.00010684782401757,0.00094785393510045,"X3 vs X5 Down",NA,1.66,NA
