"Genes","ProtDesc","X1H_vs_H5H","Diff_Abund","negLog10_sca_adjPval","sca.t","sca.P.Value","AveExpr","count","sca.adj.pval","P.Value","adj.P.Val","SharedSignificant","unchanged","backgrdnd"
"SSH3","Protein phosphatase Slingshot homolog 3",0.64,"Non-significant",0.285,0.753389656785962,0.467772742004371,14.97,1,0.519094395056238,0.487556216807295,0.538322473380997,FALSE,TRUE,FALSE
"NDUFAF1","Complex I intermediate-associated protein 30, mitochondrial",0.05,"Non-significant",0.284,0.751895796222644,0.468633163142055,16.75,6,0.519951701914784,0.406850500316412,0.457233506243534,FALSE,FALSE,FALSE
"METTL16","RNA N6-adenosine-methyltransferase METTL16",-0.09,"Non-significant",0.284,-0.751152812069728,0.469061475114628,16.19,5,0.520329349128844,0.462583091291283,0.513335362185019,FALSE,FALSE,FALSE
"MYO1A","Unconventional myosin-Ic;Unconventional myosin-Ib;Unconventional myosin-Ib;Unconventional myosin-Ia",-0.09,"Non-significant",0.283,-0.750041831631728,0.469702391461712,18.26,3,0.520942652348444,0.397518276571667,0.448620187387861,FALSE,TRUE,FALSE
"TOMM22","Mitochondrial import receptor subunit TOM22 homolog",-0.12,"Non-significant",0.282,-0.747256416703905,0.471311717964642,19.25,5,0.522629579309743,0.477604391815432,0.528616757645325,FALSE,TRUE,FALSE
"PSIP1","PC4 and SFRS1-interacting protein;PC4 and SFRS1-interacting protein;Hepatoma-derived growth factor;Hepatoma-derived growth factor-related protein 2",0.1,"Non-significant",0.281,0.745761955848453,0.472176608864336,18.88,1,0.523490536752909,0.277767273450288,0.327661275320047,FALSE,TRUE,FALSE
"CPNE3","Copine-3;Copine-3;Copine-2",0.12,"Non-significant",0.28,0.742719185146325,0.473940654701921,19.32,1,0.525347855727101,0.378736234382874,0.430373804812019,FALSE,TRUE,FALSE
"MT-ATP6","ATP synthase subunit a",0.09,"Non-significant",0.279,0.742095876099715,0.474302530739255,20.03,1,0.52565051027986,0.195661392193431,0.24009300240741,FALSE,TRUE,FALSE
"CLIP1","CAP-Gly domain-containing linker protein 1;CAP-Gly domain-containing linker protein 1;CAP-Gly domain-containing linker protein 2",0.17,"Non-significant",0.279,0.741791475050955,0.474479320916042,15.77,3,0.525747966640491,0.474168226711732,0.525108253313367,FALSE,FALSE,FALSE
"HSPA14","Heat shock 70 kDa protein 14",-0.07,"Non-significant",0.279,-0.741445200633576,0.474680480841777,17.83,7,0.525872384411308,0.481766671890603,0.532625821669787,FALSE,FALSE,FALSE
"CALD1","Caldesmon",-0.06,"Non-significant",0.276,-0.735390425385606,0.478206539869268,18.09,10,0.529679538825619,0.502545838689944,0.554149036065672,FALSE,TRUE,FALSE
"MRPL10","39S ribosomal protein L10, mitochondrial",0.15,"Non-significant",0.276,0.734536879047189,0.478704930387377,21.74,3,0.530132336347016,0.47171769246033,0.522590074197299,FALSE,TRUE,FALSE
"MAT2A","S-adenosylmethionine synthase isoform type-2;S-adenosylmethionine synthase isoform type-2;S-adenosylmethionine synthase isoform type-1",0.07,"Non-significant",0.275,0.733443906320768,0.479343598731189,19.67,3,0.530740283250832,0.300315639552514,0.350072426956703,FALSE,TRUE,FALSE
"PLSCR3","Phospholipid scramblase 3",-0.12,"Non-significant",0.274,-0.731893292021134,0.480250601133186,13.88,1,0.531645052741826,0.377028604867927,0.428767683068138,FALSE,FALSE,FALSE
"TIA1","Nucleolysin TIA-1 isoform p40;Nucleolysin TIA-1 isoform p40;Nucleolysin TIAR",0.08,"Non-significant",0.274,0.730470372582653,0.481083855215773,19.62,2,0.532467858457114,0.267118855060183,0.316615037137641,FALSE,TRUE,FALSE
"HSD17B10","3-hydroxyacyl-CoA dehydrogenase type-2",-0.04,"Non-significant",0.274,-0.729918881536787,0.481407048346551,21.46,22,0.532626309847895,0.543964058877716,0.594941836669029,FALSE,FALSE,FALSE
"REPS1","RalBP1-associated Eps domain-containing protein 1",-0.12,"Non-significant",0.274,-0.729993583312103,0.481363262538613,16.44,3,0.532626309847895,0.458681561787131,0.509770623796855,FALSE,TRUE,FALSE
"PYCR3","Pyrroline-5-carboxylate reductase 3",0.16,"Non-significant",0.272,0.726069879404036,0.483666473629163,15.72,3,0.535026084214574,0.480458178479751,0.531484398569589,FALSE,FALSE,FALSE
"EMC2","ER membrane protein complex subunit 2",-0.04,"Non-significant",0.271,-0.724613687304813,0.484523001580073,19.09,6,0.535773238712258,0.384049586708608,0.435340546912982,FALSE,TRUE,FALSE
"MARCKSL1","MARCKS-related protein",0.1,"Non-significant",0.271,0.72466354360154,0.484493660653477,21.41,3,0.535773238712258,0.44029445365893,0.490903011550761,FALSE,TRUE,FALSE
"MRPS31","28S ribosomal protein S31, mitochondrial",-0.04,"Non-significant",0.27,-0.722132562355982,0.485984564401757,19.86,13,0.537288988707996,0.535478375165393,0.586202734413475,FALSE,TRUE,FALSE
"PPWD1","Peptidylprolyl isomerase domain and WD repeat-containing protein 1",-0.07,"Non-significant",0.269,-0.720938026816952,0.48668920814943,17.74,9,0.53796750319824,0.506227715799918,0.557481740999091,FALSE,TRUE,FALSE
"APEX1","DNA-(apurinic or apyrimidinic site) endonuclease",-0.04,"Non-significant",0.269,-0.719583451199061,0.487489024378174,21.32,20,0.538750944573339,0.550221628829855,0.600564725656937,FALSE,TRUE,FALSE
"CDC123","Cell division cycle protein 123 homolog",0.29,"Non-significant",0.266,0.715006846705132,0.490197323110657,14.34,1,0.541642868505276,0.497653774065149,0.549090379885458,FALSE,TRUE,FALSE
"CERS4","Ceramide synthase 4",0.08,"Non-significant",0.264,0.709608706894597,0.493403697771415,19.38,3,0.545083958124246,0.372878988545572,0.424456516972711,FALSE,TRUE,FALSE
"BCL7C","B-cell CLL/lymphoma 7 protein family member C",0.27,"Non-significant",0.262,0.706299228864357,0.495375816224391,17.37,2,0.5471213659192,0.505407543528061,0.556889466490789,FALSE,FALSE,FALSE
"PSMD1","26S proteasome non-ATPase regulatory subunit 1",0.02,"Non-significant",0.262,0.706203609194953,0.495432867769997,20.59,30,0.5471213659192,0.619018523759815,0.666072486831574,FALSE,TRUE,FALSE
"NCOR1","Nuclear receptor corepressor 1",-0.27,"Non-significant",0.261,-0.704122000958429,0.496675858856548,14.61,4,0.548391688160887,0.514335543240425,0.565358240637859,FALSE,FALSE,FALSE
"XIAP","E3 ubiquitin-protein ligase XIAP",0.21,"Non-significant",0.261,0.703939384747026,0.496784995519315,14.46,2,0.548409854195483,0.499005925559758,0.550450794470002,FALSE,TRUE,FALSE
"TEAD3","Transcriptional enhancer factor TEF-5",-0.21,"Non-significant",0.26,-0.701416543808189,0.498294218335484,16.75,2,0.549973305333158,0.500669512976473,0.55218294655765,FALSE,TRUE,FALSE
"NOL3","Nucleolar protein 3",0.24,"Non-significant",0.26,0.701146924052075,0.498455676702101,14.14,2,0.550048906946351,0.505858358281739,0.557282425237954,FALSE,TRUE,FALSE
"PDIA4","Protein disulfide-isomerase A4;Protein disulfide-isomerase A4;Protein disulfide-isomerase A3",0.08,"Non-significant",0.259,0.699215977478234,0.499612932650336,22.72,1,0.551223144227492,0.0905146904764623,0.121308136704242,FALSE,TRUE,FALSE
"PPP2CA","Serine/threonine-protein phosphatase 4 catalytic subunit;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform;Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform",-0.15,"Non-significant",0.259,-0.698934568369899,0.499781723563137,17.27,8,0.551306573140023,0.520361332644416,0.571557082839615,FALSE,TRUE,FALSE
"FOXRED1","FAD-dependent oxidoreductase domain-containing protein 1",0.05,"Non-significant",0.258,0.697664541045667,0.500543925959622,18.61,11,0.552044438006166,0.529544529248273,0.58067364335842,FALSE,TRUE,FALSE
"DNAJC16","DnaJ homolog subfamily C member 16",0.18,"Non-significant",0.258,0.697427650081214,0.500686173508201,14.96,3,0.552098413836755,0.504775892670295,0.556297067783598,FALSE,TRUE,FALSE
"ATXN7L1","Ataxin-7-like protein 1",0.26,"Non-significant",0.258,0.696930924154728,0.500984525820352,14.22,1,0.552221579597434,0.506186580006807,0.557481740999091,FALSE,FALSE,FALSE
"NDUFS6","NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",0.06,"Non-significant",0.258,0.697085734740506,0.50089152914703,18.69,8,0.552221579597434,0.512128103951741,0.56314105019187,FALSE,TRUE,FALSE
"B4GALT3","Beta-1,4-galactosyltransferase 3",-0.42,"Non-significant",0.257,-0.695166126478286,0.502045404217014,14.08,1,0.553287885407352,0.517818441696429,0.568975249678323,FALSE,TRUE,FALSE
"IKBKG","NF-kappa-B essential modulator",0.24,"Non-significant",0.256,0.693623301546541,0.502973964625057,14.15,2,0.554207997893195,0.510353420413769,0.561607065015487,FALSE,TRUE,FALSE
"PLEKHA1","Pleckstrin homology domain-containing family A member 1",-0.16,"Non-significant",0.255,-0.69061767647719,0.504785911136508,14.62,1,0.556100956282762,0.480554593940731,0.531484398569589,FALSE,FALSE,FALSE
"RAD21","Double-strand-break repair protein rad21 homolog",0.1,"Non-significant",0.254,0.689492151651291,0.505465451350229,17.51,13,0.556745918771278,0.531238542311597,0.58231538622781,FALSE,TRUE,FALSE
"CHCHD6","MICOS complex subunit MIC25",-0.05,"Non-significant",0.254,-0.688220033736194,0.506234163186161,17.88,7,0.557488841163692,0.504426403083037,0.556015467034711,FALSE,TRUE,FALSE
"PRSS23","Serine protease 23",-0.26,"Non-significant",0.253,-0.687553996852154,0.506636915543072,14.33,1,0.557828550291842,0.511877844548335,0.562970484422397,FALSE,TRUE,FALSE
"ATP6V1E1","V-type proton ATPase subunit E 1",0.07,"Non-significant",0.253,0.685885935403974,0.507646440227543,19.85,5,0.558836090572348,0.483371947740737,0.533901776139993,FALSE,TRUE,FALSE
"SLC43A1","Large neutral amino acids transporter small subunit 3",0.23,"Non-significant",0.25,0.680830772700606,0.510713260660025,14.2,2,0.562107582463796,0.516703203806789,0.567855285461511,FALSE,TRUE,FALSE
"SP100","Nuclear autoantigen Sp-100",0.12,"Non-significant",0.25,0.679766116262908,0.511360571966602,17.28,5,0.562715362530479,0.518975505982812,0.57014074803199,FALSE,TRUE,FALSE
"LSM12","Protein LSM12 homolog",0.07,"Non-significant",0.248,0.676450905226898,0.513379368389366,19.4,3,0.564831856221621,0.386644584482247,0.438103409877721,FALSE,FALSE,FALSE
"TRAV3","T cell receptor alpha variable 3",-0.16,"Non-significant",0.247,-0.674112516957271,0.514806190617763,14.06,1,0.566296380346775,0.491088465832303,0.542121353046593,FALSE,TRUE,FALSE
"GOLPH3","Golgi phosphoprotein 3-like;Golgi phosphoprotein 3",0.14,"Non-significant",0.246,0.672760041732653,0.515632513851243,16.43,5,0.567099922761674,0.528076488296229,0.579493431240502,FALSE,TRUE,FALSE
"TLE5","TLE family member 5",0.52,"Non-significant",0.245,0.669591810700978,0.517571302274836,14.83,1,0.56912644407363,0.535478414653512,0.586202734413475,FALSE,TRUE,FALSE
"ENTPD2","Ectonucleoside triphosphate diphosphohydrolase 2",-0.34,"Non-significant",0.244,-0.668483461652791,0.518250574423799,15.42,2,0.569767493286068,0.533215603687306,0.584157883173077,FALSE,FALSE,FALSE
"MICU2","Calcium uptake protein 2, mitochondrial",-0.22,"Non-significant",0.244,-0.66826700623584,0.518383294863307,15.14,4,0.569807534034217,0.533772327183667,0.584551334433788,FALSE,FALSE,FALSE
"IDH3G","Isocitrate dehydrogenase [NAD] subunit gamma, mitochondrial",0.05,"Non-significant",0.244,0.667831253658292,0.518650539339073,19.23,8,0.56999540142446,0.528860198135802,0.580030730745049,FALSE,FALSE,FALSE
"TMEM120B","Transmembrane protein 120B",-0.28,"Non-significant",0.244,-0.666457273692581,0.519493728072154,14.36,1,0.570816042526079,0.52828511670386,0.579614877718661,FALSE,TRUE,FALSE
"TTR","Transthyretin",-0.1,"Non-significant",0.243,-0.664531174877863,0.520677109333863,16.46,6,0.572010110643978,0.530513917418712,0.581628839978973,TRUE,FALSE,FALSE
"SERPINA6","Corticosteroid-binding globulin",-0.26,"Non-significant",0.242,-0.663446137641318,0.521344450024819,14.3,2,0.572636924224403,0.531525885948615,0.582522442518607,FALSE,TRUE,FALSE
"RNFT1","E3 ubiquitin-protein ligase RNFT1",-0.23,"Non-significant",0.242,-0.663168966349376,0.52151500231961,14.84,2,0.572717941485733,0.528685679167823,0.579946823069339,FALSE,TRUE,FALSE
"TMEM184C","Transmembrane protein 184C",0.18,"Non-significant",0.242,0.662942325007933,0.521654486425082,16.02,1,0.572764816510895,0.509787634155042,0.561233429314328,FALSE,FALSE,FALSE
"APTX","Aprataxin",0.06,"Non-significant",0.242,0.662540920283319,0.521901580940757,16.87,4,0.57292980601604,0.454420149109973,0.505414289902952,FALSE,TRUE,FALSE
"GMPPB","Mannose-1-phosphate guanyltransferase beta",-0.07,"Non-significant",0.239,-0.656782648345103,0.525453821845342,17.96,5,0.576722363913725,0.510199811280188,0.561542463419805,FALSE,TRUE,FALSE
"POGLUT2","Protein O-glucosyltransferase 2",0.05,"Non-significant",0.238,0.655461530158434,0.526270810475561,18.03,15,0.577511940946568,0.563809535664664,0.61358488551183,FALSE,FALSE,FALSE
"GNA12","Guanine nucleotide-binding protein subunit alpha-12;Guanine nucleotide-binding protein subunit alpha-12;Guanine nucleotide-binding protein subunit alpha-13",-0.72,"Non-significant",0.238,-0.655171020471274,0.526450563587894,17.95,1,0.577602073938358,0.546019192106981,0.596943104086937,FALSE,FALSE,FALSE
"RFTN1","Raftlin",-0.41,"Non-significant",0.238,-0.653837090395995,0.527276396022279,14.72,1,0.578400896415244,0.543029795500177,0.594029820664549,FALSE,FALSE,FALSE
"MGRN1","E3 ubiquitin-protein ligase MGRN1",0.12,"Non-significant",0.238,0.6536593713648,0.527386478648661,14.75,7,0.578414419678244,0.544584973395283,0.595510864457566,FALSE,FALSE,FALSE
"ACSL1","Long-chain-fatty-acid--CoA ligase 1;Long-chain-fatty-acid--CoA ligase 1;Long-chain-fatty-acid--CoA ligase 6;Long-chain-fatty-acid--CoA ligase 5",0.07,"Non-significant",0.235,0.647209237357954,0.531390912116102,21.59,2,0.582698300035392,0.29832986834418,0.348375336686898,FALSE,TRUE,FALSE
"PHACTR4","Phosphatase and actin regulator 4",-0.04,"Non-significant",0.234,-0.645482699362934,0.532465795081001,16.97,9,0.583768780710447,0.547428859038946,0.597957644255758,FALSE,TRUE,FALSE
"EPS8","Epidermal growth factor receptor kinase substrate 8",-0.09,"Non-significant",0.233,-0.644316458002353,0.533192571307457,16.21,3,0.584457288704376,0.491957212058004,0.542979075498453,FALSE,TRUE,FALSE
"MBP","Myelin basic protein",0.85,"Non-significant",0.232,0.641942433634729,0.534673789522673,17.59,1,0.585863854186233,0.554574142370102,0.604869161364773,FALSE,FALSE,FALSE
"TEX264","Testis-expressed protein 264",0.08,"Non-significant",0.232,0.641961395417977,0.534661949313536,18.49,4,0.585863854186233,0.509824181606306,0.561233429314328,FALSE,TRUE,FALSE
"PRC1","Protein regulator of cytokinesis 1",-0.27,"Non-significant",0.232,-0.641716992065358,0.534814572483927,14.06,2,0.585909614032105,0.546552175672874,0.597293691147757,FALSE,FALSE,FALSE
"ANGEL2","Protein angel homolog 2",0.3,"Non-significant",0.232,0.641368730782019,0.535032095663009,14.48,3,0.586039413187342,0.551206948663669,0.601529235566752,FALSE,TRUE,FALSE
"CFAP410","Cilia- and flagella-associated protein 410",-0.31,"Non-significant",0.232,-0.641052983123663,0.535229355173915,14.62,2,0.586146972897289,0.54937717167147,0.599753639258319,FALSE,FALSE,FALSE
"DHRS7B","Dehydrogenase/reductase SDR family member 7B",-0.05,"Non-significant",0.23,-0.637473503554709,0.537468532093443,17.6,8,0.58849024877811,0.547620423852305,0.598056487252508,FALSE,FALSE,FALSE
"CFI","Complement factor I",0.08,"Non-significant",0.23,0.636892061803067,0.537832768071342,17.62,8,0.588780108913622,0.553738646007045,0.604180632200569,FALSE,FALSE,FALSE
"INPP5F","Phosphatidylinositide phosphatase SAC2",0.2,"Non-significant",0.23,0.636114376724787,0.538320160286028,15.52,2,0.589204659343772,0.542821218872249,0.593911455633709,FALSE,FALSE,FALSE
"WDR13","WD repeat-containing protein 13",0.17,"Non-significant",0.227,0.63119595168601,0.541408529147673,15.24,3,0.592475359157903,0.546619120764763,0.597293691147757,FALSE,TRUE,FALSE
"CNOT10","CCR4-NOT transcription complex subunit 10",-0.1,"Non-significant",0.227,-0.630231458286207,0.542015341849198,17.38,5,0.593029729608303,0.548046494833796,0.598411350790103,FALSE,FALSE,FALSE
"PIGU","Phosphatidylinositol glycan anchor biosynthesis class U protein",0.05,"Non-significant",0.227,0.629973773761014,0.542177530442283,18.59,4,0.593097512964872,0.36654089353281,0.41804596511828,FALSE,FALSE,FALSE
"UFL1","E3 UFM1-protein ligase 1;E3 UFM1-protein ligase 1;Kinesin-associated protein 3",-0.09,"Non-significant",0.226,-0.627517822546727,0.543724718457234,17.81,2,0.594680066379196,0.441086293592268,0.491693217631019,FALSE,TRUE,FALSE
"PLCH1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",-0.1,"Non-significant",0.223,-0.622526431832182,0.546876927478881,18.87,2,0.598017146533458,0.482604304658303,0.533252973046345,FALSE,TRUE,FALSE
"ATP6V1H","V-type proton ATPase subunit H",0.04,"Non-significant",0.223,0.622042732398385,0.547182949256559,18.46,9,0.598241225194209,0.560473419967874,0.610290987476981,FALSE,FALSE,FALSE
"CHPF","Chondroitin sulfate synthase 2",-0.05,"Non-significant",0.221,-0.618111602526974,0.549673658865187,18.48,10,0.600853323389121,0.571713225682615,0.620588361101456,FALSE,TRUE,FALSE
"CBX1","Chromobox protein homolog 1",0.06,"Non-significant",0.22,0.615839390291881,0.551116223065459,20.14,5,0.602318930897362,0.52294674825513,0.574290257874092,FALSE,TRUE,FALSE
"SRRM1","Serine/arginine repetitive matrix protein 1",0.05,"Non-significant",0.22,0.614564676479775,0.551926438586476,17.71,5,0.603093026244909,0.482504458949657,0.533242227046156,FALSE,TRUE,FALSE
"SIN3B","Paired amphipathic helix protein Sin3b",0.34,"Non-significant",0.219,0.613413287232359,0.552658845345884,16.31,2,0.603781829378064,0.568073933378662,0.617657747850339,TRUE,FALSE,FALSE
"MBTPS1","Membrane-bound transcription factor site-1 protease",0.11,"Non-significant",0.218,0.611653074200016,0.553779586611293,16.3,1,0.604894556761865,0.480685840117756,0.531530202948377,TRUE,FALSE,FALSE
"METTL3","N6-adenosine-methyltransferase catalytic subunit",-0.09,"Non-significant",0.218,-0.610877072560497,0.554274078501951,16.58,5,0.605322946197128,0.55712355749737,0.607285488167918,FALSE,FALSE,FALSE
"EIF3J","Eukaryotic translation initiation factor 3 subunit J",0.06,"Non-significant",0.218,0.609836626772135,0.554937471378603,20.33,9,0.605823804086199,0.572702930802747,0.621434667441748,FALSE,FALSE,FALSE
"RP2","Protein XRP2",0.12,"Non-significant",0.218,0.609917339258602,0.554885992796429,16.5,4,0.605823804086199,0.559214675018803,0.60903243734332,FALSE,FALSE,FALSE
"ARL8B","ADP-ribosylation factor-like protein 8B",-0.06,"Non-significant",0.217,-0.609088803854991,0.555414561739497,19.95,8,0.606197212406294,0.56728271471379,0.61691082943604,FALSE,TRUE,FALSE
"MED11","Mediator of RNA polymerase II transcription subunit 11",0.3,"Non-significant",0.217,0.608979340930404,0.555484415356925,15.4,2,0.606197212406294,0.569337039060668,0.618803684813001,FALSE,TRUE,FALSE
"NDUFS5","NADH dehydrogenase [ubiquinone] iron-sulfur protein 5",0.05,"Non-significant",0.217,0.607671067383422,0.556319669492807,19.78,6,0.606996770125196,0.536509340821841,0.587114068733648,FALSE,FALSE,FALSE
